"symbol","title","description","url","published_at","source","category","time","diff"
"NVDA","NVIDIA H200 GPU Begins Shipping, Sold Out for Six Months","NVIDIA (NVDA) confirmed its next-generation H200 AI GPU has begun shipping to major cloud providers, with the entire supply already sold out for the next two quarters.","https://www.reuters.com/technology/nvidia-h200-gpu-begins-shipping-sold-out-2025-10-28/","2025-10-28T14:05:00.000000Z","reuters.com","general","1761657435828","1"
"SPY","Producer Price Index (PPI) Comes in Cooler Than Expected","The PPI for final demand rose only 0.1% in October, lower than the 0.3% expected, providing a positive sign for the Fed's inflation battle. Stock futures (SPY) ticked up.","https://www.cnbc.com/2025/10/28/us-producer-price-index-ppi-october-2025.html","2025-10-28T14:06:30.000000Z","cnbc.com","general","1761657435828","1"
"TSLA","Tesla Deploys First 'Tesla Bot' Units in Fremont Factory","Elon Musk tweeted a video of five 'Optimus' robots performing simple tasks on the Fremont factory line, marking the first deployment of the 'Tesla Bot' (TSLA).","https://techcrunch.com/2025/10/28/tesla-bot-optimus-deployed-fremont-factory","2025-10-28T14:07:00.000000Z","techcrunch.com","general","1761657435828","1"
"GOOGL","Google DeepMind's 'AlphaFold 3' Predicts Protein Interactions","DeepMind (GOOGL) has unveiled AlphaFold 3, a new AI model that can accurately predict the structure and interactions of proteins, DNA, and RNA.","https://www.theverge.com/2025/10/28/google-deepmind-alphafold-3-protein-interaction","2025-10-28T14:08:00.000000Z","theverge.com","general","1761657495828","1"
"AMD","AMD's Lisa Su Confirms 'Zen 6' Architecture is On Track for 2026","In an interview, AMD (AMD) CEO Dr. Lisa Su confirmed that the 'Zen 6' CPU architecture development is on schedule for a 2026 release.","https://www.eetimes.com/amd-lisa-su-zen-6-architecture-on-track-2026/","2025-10-28T14:09:00.000000Z","eetimes.com","general","1761657495828","1"
"BTCUSD","El Salvador to Issue Second 'Volcano Bond' to Fund AI Mining","President Nayib Bukele announced El Salvador will issue a new $1 billion 'Volcano Bond' on the Bitfinex exchange to fund geothermal-powered Bitcoin mining and AI compute.","https://www.coindesk.com/policy/2025/10/28/el-salvador-second-volcano-bond-ai-mining","2025-10-28T14:10:00.000000Z","coindesk.com","general","1761657495828","1"
"AMZN","Amazon Q3 Earnings: $1.1B Loss on Rivian (RIVN) Stake","Amazon (AMZN) reported a $1.1 billion non-operating loss in its Q3 earnings, attributed to the falling stock price of EV maker Rivian (RIVN), in which it holds a large stake.","https://www.cnbc.com/2025/10/28/amazon-q3-earnings-2025-rivian-stake-loss.html","2025-10-28T14:11:30.000000Z","cnbc.com","general","1761657495828","1"
"CRM","Salesforce (CRM) to Acquire Mulesoft Competitor for $4B","Salesforce (CRM) announced it is acquiring 'IntegrationFlow', a data integration platform and Mulesoft competitor, for $4 billion in cash and stock.","https://www.wsj.com/articles/salesforce-to-acquire-integrationflow-for-4b","2025-10-28T14:12:00.000000Z","wsj.com","general","1761657495828","1"
"TSLA","Tesla (TSLA) Shanghai Gigafactory Output Hits New Record","Tesla's Giga Shanghai produced over 100,000 vehicles last month, a new all-time record, as factory upgrades boost production capacity.","https://www.reuters.com/business/autos-transportation/tesla-shanghai-gigafactory-output-record-october-2025-10-28/","2025-10-28T14:13:00.000000Z","reuters.com","general","1761657555828","1"
"META","Meta to Partner with LG for Next-Gen Quest Pro Headset","A report from South Korea claims Meta (META) has partnered with LG Electronics to co-develop and manufacture the 'Meta Quest Pro 2', slated for 2027.","https://www.bloomberg.com/news/articles/2025-10-28/meta-lg-partnership-next-gen-quest-pro-2-headset","2025-10-28T14:14:00.000000Z","bloomberg.com","general","1761657555828","1"
"SPY","Oil Prices Tumble 5% as OPEC+ Fails to Agree on Deeper Cuts","Crude oil (WTI) prices fell 5% after the OPEC+ meeting concluded with no agreement on new production cuts, sparking fears of a global supply glut.","https://www.cnbc.com/2025/10/28/oil-prices-tumble-opec-plus-no-agreement-production-cuts.html","2025-10-28T14:15:00.000000Z","cnbc.com","general","1761657555828","1"
"INTC","Intel (INTC) Unveils 'Gaudi 3' AI Accelerator, Claims 2x Performance of H100","Intel (INTC) officially launched its 'Gaudi 3' AI chip, claiming it offers twice the performance and 40% better power efficiency than NVIDIA's H100 GPU.","https://www.theverge.com/2025/10/28/intel-gaudi-3-ai-accelerator-launch-h100-comparison","2025-10-28T14:16:30.000000Z","theverge.com","general","1761657555828","1"
"GOOGL","Google's (GOOGL) Wing Drone Delivery Service Approved for Dallas-Fort Worth","Alphabet's drone delivery unit, Wing, has received FAA approval to begin commercial delivery operations in the Dallas-Fort Worth metroplex.","https://techcrunch.com/2025/10/28/google-wing-drone-delivery-dallas-fort-worth-faa-approval","2025-10-28T14:17:00.000000Z","techcrunch.com","general","1761657555828","1"
"AAPL","Apple (AAPL) Announces March Event for New iPads and M4 Chip","Apple has sent out press invites for a March keynote event, where it's expected to unveil new iPad Pro and iPad Air models powered by the new M4 chip.","https://www.theverge.com/2025/10/28/apple-march-event-ipad-pro-m4-chip","2025-10-28T14:18:00.000000Z","theverge.com","general","1761657615828","1"
"MSFT","Microsoft (MSFT) Considering Acquisition of Cloud Security Firm 'SentinelOne'","Microsoft is in early-stage talks to acquire cybersecurity firm SentinelOne (S), according to sources, in a deal that could be valued at over $15 billion.","https://www.bloomberg.com/news/articles/2025-10-28/microsoft-acquisition-talks-sentinelone-15-billion","2025-10-28T14:19:00.000000Z","bloomberg.com","general","1761657615828","1"
"AMZN","Amazon (AMZN) Ad Revenue Grows 30% Year-Over-Year, Beating Expectations","Amazon's Q3 earnings report shows its advertising division is a key profit driver, with revenue growing 30% YoY, far outpacing Google and Meta.","https://www.cnbc.com/2025/10/28/amazon-q3-earnings-2025-ad-revenue-growth.html","2025-10-28T14:20:00.000000Z","cnbc.com","general","1761657615828","1"
"NVDA","NVIDIA (NVDA) Stock Splits 4-for-1, Shares Rise","NVIDIA announced a 4-for-1 stock split, effective next month, to make its shares more accessible to employees and investors. The stock rose 3% on the news.","https://www.reuters.com/technology/nvidia-announces-4-for-1-stock-split-2025-10-28/","2025-10-28T14:21:30.000000Z","reuters.com","general","1761657615828","1"
"COIN","Coinbase (COIN) Sues SEC, Demanding Clarity on Staking Rules","Coinbase (COIN) has filed a lawsuit against the SEC, demanding the agency provide clear rules and guidance on whether crypto staking services are considered securities.","https://www.coindesk.com/policy/2025/10/28/coinbase-sues-sec-staking-rules-clarity","2025-10-28T14:22:00.000000Z","coindesk.com","general","1761657615828","1"
"SPY","US New Home Sales Plunge to Lowest Level Since 2022","Sales of new U.S. single-family homes dropped 10% in October as high mortgage rates and soaring prices sideline potential buyers.","https://www.reuters.com/markets/us/us-new-home-sales-plunge-october-2025-10-28/","2025-10-28T14:23:00.000000Z","reuters.com","general","1761657675828","1"
"TSLA","Tesla (TSLA) Loses 'Top Safety Pick' Rating on IIHS Test Changes","Tesla's Model Y lost its 'Top Safety Pick+' award from the IIHS after the agency implemented stricter side-impact and pedestrian safety tests.","https://www.cnbc.com/2025/10/28/tesla-model-y-loses-iihs-top-safety-pick-rating.html","2025-10-28T14:24:00.000000Z","cnbc.com","general","1761657675828","1"
"GOOGL","Google (GOOGL) Fitbit Division to be Rebranded as 'Google Fit'","Google is phasing out the Fitbit brand name. Future hardware will be branded 'Google Fit', and the division is being more tightly integrated with the Pixel team.","https://www.theverge.com/2025/10/28/google-fitbit-rebrand-google-fit-pixel","2025-10-28T14:25:00.000000Z","theverge.com","general","1761657675828","1"
"META","Meta (META) Releases 'Llama 3' Open Source AI Model","Meta has released Llama 3, its next-generation open-source large language model, which it claims outperforms other open models and competes with OpenAI's GPT-4.","https://techcrunch.com/2025/10/28/meta-releases-llama-3-open-source-ai-model","2025-10-28T14:26:30.000000Z","techcrunch.com","general","1761657675828","1"
"NFLX","Netflix (NFLX) Secures Rights to Stream NFL Christmas Day Games","Netflix has signed a three-year deal with the NFL to exclusively stream two Christmas Day games, marking its most significant move into live sports.","https://www.wsj.com/articles/netflix-nfl-christmas-day-games-streaming-rights","2025-10-28T14:27:00.000000Z","wsj.com","general","1761657675828","1"
"AMD","AMD (AMD) Partners with Samsung for Next-Gen Exynos Chips","AMD has extended its partnership with Samsung to provide its RDNA graphics technology for Samsung's next-generation Exynos mobile processors.","https://www.reuters.com/technology/amd-samsung-partnership-exynos-rdna-chips-2025-10-28/","2025-10-28T14:28:00.000000Z","reuters.com","general","1761657735828","1"
"INTC","Intel (INTC) Begins High-Volume 18A Chip Production in Arizona","Intel has officially started high-volume manufacturing on its 18A process node at its Arizona fab, a key milestone in its turnaround plan.","https://www.eetimes.com/intel-begins-high-volume-18a-chip-production-arizona/","2025-10-28T14:29:00.000000Z","eetimes.com","general","1761657735828","1"
"ETHUSD","SEC Fines NFT Project 'Bored Ape Yacht Club' (Yuga Labs) for Unregistered Securities","The SEC has fined Yuga Labs $5 million, settling charges that its sale of 'Bored Ape Yacht Club' NFTs and 'ApeCoin' constituted an unregistered securities offering.","https://www.coindesk.com/policy/2025/10/28/sec-fines-yuga-labs-bayc-unregistered-securities","2025-10-28T14:30:00.000000Z","coindesk.com","general","1761657735828","1"
"AAPL","Apple (AAPL) Services Revenue Hits New All-Time High in Q4","Apple's Q4 earnings were buoyed by its Services division (App Store, iCloud, Apple Music), which posted a new all-time quarterly revenue record of $25.1B.","https://www.cnbc.com/2025/10/28/apple-q4-earnings-2025-services-revenue-all-time-high.html","2025-10-28T14:31:30.000000Z","cnbc.com","general","1761657735828","1"
"SPY","Warren Buffett's Berkshire Hathaway (BRK.A) Sells Entire Stake in HP (HPQ)","Quarterly filings reveal Berkshire Hathaway has sold its entire position in HP (HPQ), exiting a stake that was worth over $3 billion.","https://www.bloomberg.com/news/articles/2025-10-28/warren-buffett-berkshire-hathaway-sells-entire-hp-stake","2025-10-28T14:32:00.000000Z","bloomberg.com","general","1761657735828","1"
"MSFT","Microsoft (MSFT) to Build $10B 'Stargate' AI Supercomputer with OpenAI","Microsoft and OpenAI are planning a $10 billion data center project, codenamed 'Stargate', to house a massive AI supercomputer for training next-gen models.","https://www.theverge.com/2025/10/28/microsoft-openai-stargate-ai-supercomputer-10-billion","2025-10-28T14:33:00.000000Z","theverge.com","general","1761657795828","1"
"TSLA","Tesla (TSLA) Faces Class-Action Lawsuit Over 'Phantom Braking'","A new class-action lawsuit has been filed against Tesla, alleging the company knowingly sold cars with defective Autopilot systems that engage in 'phantom braking'.","https://www.reuters.com/business/autos-transportation/tesla-class-action-lawsuit-phantom-braking-2025-10-28/","2025-10-28T14:34:00.000000Z","reuters.com","general","1761657795828","1"
"GOOGL","Google (GOOGL) Suspends AI Image Generation of People After Bias Complaints","Google has temporarily suspended the ability for its Gemini AI to generate images of people, following widespread complaints of historical inaccuracies and bias.","https://www.cnbc.com/2025/10/28/google-suspends-gemini-ai-image-generation-people.html","2025-10-28T14:35:00.000000Z","cnbc.com","general","1761657795828","1"
"AMZN","Amazon's (AMZN) Zoox Self-Driving Taxis Begin Testing in Austin","Amazon's autonomous vehicle unit, Zoox, has deployed its robotaxis in Austin, Texas, for the first time, beginning tests in a new city.","https://techcrunch.com/2025/10/28/amazon-zoox-self-driving-taxi-testing-austin","2025-10-28T14:36:30.000000Z","techcrunch.com","general","1761657795828","1"
"NVDA","NVIDIA (NVDA) Acquires French AI Audio Startup 'Voicely'","NVIDIA has acquired 'Voicely', a Parisian AI startup specializing in real-time voice and audio generation, for an undisclosed sum.","https://www.reuters.com/technology/nvidia-acquires-french-ai-audio-startup-voicely-2025-10-28/","2025-10-28T14:37:00.000000Z","reuters.com","general","1761657795828","1"
"BTCUSD","Tether (USDT) Freezes $50M in Assets Linked to Sanctioned Wallet","Tether, the issuer of the USDT stablecoin, has frozen $50 million in assets following a request from the U.S. Treasury Department's OFAC.","https://www.coindesk.com/policy/2025/10/28/tether-usdt-freezes-50m-assets-sanctioned-wallet","2025-10-28T14:38:00.000000Z","coindesk.com","general","1761657855828","1"
"AAPL","Apple (AAPL) Cuts Vision Pro Production Targets Again","Citing lower-than-expected demand and manufacturing complexity, Apple (AAPL) has reportedly cut its 2026 production forecast for the Vision Pro headset by 30%.","https://www.bloomberg.com/news/articles/2025-10-28/apple-cuts-vision-pro-production-targets-demand-low","2025-10-28T14:39:00.000000Z","bloomberg.com","general","1761657855828","1"
"SPY","Fed's Williams: 'No Urgency to Cut Rates'","New York Fed President John Williams stated there is 'no urgency' to cut interest rates, as inflation remains stubbornly above the 2% target. Markets (SPY) fell slightly.","https://www.wsj.com/articles/fed-williams-no-urgency-to-cut-rates-inflation-2025-10-28","2025-10-28T14:40:00.000000Z","wsj.com","general","1761657855828","1"
"ADBE","Adobe (ADBE) Abandons $20B Figma Acquisition Amid Regulatory Pressure","Adobe and Figma have mutually agreed to terminate their $20 billion merger agreement, citing 'no clear path' to regulatory approval from the UK's CMA and the DOJ.","https://www.cnbc.com/2025/10/28/adobe-abandons-20b-figma-acquisition.html","2025-10-28T14:41:30.000000Z","cnbc.com","general","1761657855828","1"
"GOOGL","Google (GOOGL) Invests $2B in AI Startup Anthropic","Google has invested another $2 billion into AI safety and research startup Anthropic, deepening its partnership to compete with OpenAI.","https://www.reuters.com/technology/google-invests-2b-in-ai-startup-anthropic-2025-10-28/","2025-10-28T14:42:00.000000Z","reuters.com","general","1761657855828","1"
"META","Instagram (META) Rolls Out AI-Powered 'Smart Filters' for DMs","Instagram is launching new 'Smart Filters' that use AI to automatically sort incoming DMs, moving spam, scams, and unsolicited content out of the main inbox.","https://techcrunch.com/2025/10/28/instagram-ai-smart-filters-dms","2025-10-28T14:43:00.000000Z","techcrunch.com","general","1761657915828","1"
"RIVN","Rivian (RIVN) Stock Soars 15% on Volkswagen (VWAGY) Partnership","Shares of EV maker Rivian (RIVN) surged 15% after announcing a joint venture with Volkswagen to share EV architecture and software, a major boost for the struggling startup.","https://www.cnbc.com/2025/10/28/rivian-stock-surges-volkswagen-partnership-joint-venture.html","2025-10-28T14:44:00.000000Z","cnbc.com","general","1761657915828","1"
"NFLX","Netflix (NFLX) Enters Animated Film Space with $1B DreamWorks Deal","Netflix has signed a $1 billion, 5-year deal with DreamWorks Animation to exclusively produce original animated films for the streaming platform.","https://www.bloomberg.com/news/articles/2025-10-28/netflix-dreamworks-1-billion-animated-film-deal","2025-10-28T14:45:00.000000Z","bloomberg.com","general","1761657915828","1"
"SPY","US Pending Home Sales Fall to Record Low","The index for pending home sales, a leading indicator for the housing market, fell 5% in October to its lowest level since data collection began in 2001.","https://www.reuters.com/markets/us/us-pending-home-sales-record-low-october-2025-10-28/","2025-10-28T14:46:30.000000Z","reuters.com","general","1761657915828","1"
"ETHUSD","Arbitrum (ARB) Network Halted for 3 Hours Due to Sequencer Bug","The Arbitrum Layer 2 network experienced a 3-hour outage after its main sequencer stalled, an issue the team attributed to a 'critical bug' that has since been patched.","https://www.coindesk.com/tech/2025/10/28/arbitrum-network-halted-sequencer-bug","2025-10-28T14:47:00.000000Z","coindesk.com","general","1761657915828","1"
"GOOGL","Google (GOOGL) Delays Pixel 10 Launch, Citing In-House 'Tensor 5' Chip Delays","Reports suggest Google is delaying the launch of its Pixel 10 smartphone until early 2026, due to difficulties in manufacturing its first fully custom 'Tensor 5' processor.","https://www.theverge.com/2025/10/28/google-pixel-10-delay-tensor-5-chip-2026","2025-10-28T14:48:00.000000Z","theverge.com","general","1761657975828","1"
"MSFT","Microsoft (MSFT) to Offer AI-Powered 'Windows 12' as Subscription","Microsoft is reportedly planning to offer 'Windows 12', its next-gen AI-integrated OS, as a monthly subscription service for premium features.","https://www.wsj.com/articles/microsoft-windows-12-subscription-service-ai","2025-10-28T14:49:00.000000Z","wsj.com","general","1761657975828","1"
"AMZN","Amazon (AMZN) Ordered to Pay $1.5B in Fines for Labor Violations","A federal court has ordered Amazon to pay $1.5 billion in fines and back wages for systematically violating labor laws and suppressing union activity across multiple states.","https://www.cnbc.com/2025/10/28/amazon-fined-1-5b-labor-violations-union-busting.html","2025-10-28T14:50:00.000000Z","cnbc.com","general","1761657975828","1"
"PYPL","PayPal Stock Rallies After Game-Changing Deal with OpenAI","PayPal (PYPL) shares surged 10.46% to $77.74 in premarket trading following a partnership with OpenAI to embed its digital wallet into ChatGPT...","https://wallstreetpit.com/127622-paypal-stock-rallies-after-game-changing-deal-with-openai/","2025-10-28T10:32:44.000000Z","wallstreetpit.com","general","1761657975828","1"
"MSTR","MicroStrategy (MSTR) Buys An Additional 10,000 Bitcoin for $600M","MicroStrategy has purchased an additional 10,000 BTC for $600 million, bringing its total holdings to over 200,000 Bitcoin.","https://www.coindesk.com/markets/2025/10/28/microstrategy-buys-10000-more-bitcoin-600m","2025-10-28T14:51:00.000000Z","coindesk.com","general","1761657975828","1"
"NVDA","NVIDIA (NVDA) CEO Jensen Huang to Keynote at CES 2026","The Consumer Technology Association (CTA) announced that NVIDIA CEO Jensen Huang will deliver the opening keynote at CES 2026, focusing on AI in robotics and autonomous vehicles.","https://www.theverge.com/2025/10/28/nvidia-ceo-jensen-huang-keynote-ces-2026","2025-10-28T14:52:00.000000Z","theverge.com","general","1761658035828","1"
"AAPL","Apple (AAPL) Music Surpasses 110 Million Paid Subscribers","Apple announced its Apple Music service has crossed the 110 million paid subscriber milestone, though it still trails Spotify globally.","https://www.bloomberg.com/news/articles/2025-10-28/apple-music-surpasses-110-million-paid-subscribers","2025-10-28T14:53:00.000000Z","bloomberg.com","general","1761658035828","1"
"F","Ford (F) CEO Says EV Price War is 'Unsustainable'","Ford CEO Jim Farley stated that the ongoing EV price war, largely initiated by Tesla (TSLA), is 'unsustainable' for the industry and is crushing profit margins.","https://www.reuters.com/business/autos-transportation/ford-ceo-ev-price-war-unsustainable-2025-10-28/","2025-10-28T14:54:00.000000Z","reuters.com","general","1761658035828","1"
"SPY","US National Debt Surpasses $37 Trillion for First Time","The U.S. national debt has officially crossed the $37 trillion mark, raising fresh concerns in Washington and on Wall Street about long-term fiscal sustainability.","https://www.wsj.com/articles/us-national-debt-surpasses-37-trillion","2025-10-28T14:55:00.000000Z","wsj.com","general","1761658035828","1"
"AMD","AMD (AMD) Launches New 'Ryzen 9000X3D' Gaming Chips","AMD has released its new X3D line of gaming processors, the Ryzen 9 9950X3D and 9900X3D, featuring its 3D V-Cache technology for enhanced gaming performance.","https://techcrunch.com/2025/10/28/amd-ryzen-9000x3d-gaming-chips-launch","2025-10-28T14:56:00.000000Z","techcrunch.com","general","1761658035828","1"
"META","Meta (META) to Begin Charging for 'WhatsApp Business Pro'","Meta is introducing a new 'WhatsApp Business Pro' tier, charging enterprises for advanced features like AI-powered customer service bots and large-scale marketing messages.","https://www.reuters.com/technology/meta-whatsapp-business-pro-subscription-tier-2025-10-28/","2025-10-28T14:57:00.000000Z","reuters.com","general","1761658095828","1"
"AMZN","Amazon (AMZN) Q3 Profit Smashes Estimates on Cost-Cutting Measures","Amazon's Q3 net income tripled year-over-year, blowing past analyst estimates, as CEO Andy Jassy's aggressive cost-cutting and layoffs boost profitability.","https://www.cnbc.com/2025/10/28/amazon-q3-earnings-2025-profit-beats-cost-cutting.html","2025-10-28T14:58:00.000000Z","cnbc.com","general","1761658095828","1"
"BTCUSD","SEC Chairman Gensler: 'Most Crypto Tokens are Securities'","In a congressional hearing, SEC Chair Gary Gensler reiterated his stance that 'the vast majority' of cryptocurrencies are unregistered securities and subject to SEC rules.","https://www.coindesk.com/policy/2025/10/28/sec-gensler-hearing-most-crypto-tokens-are-securities","2025-10-28T14:59:00.000000Z","coindesk.com","general","1761658095828","1"
"NFLX","Netflix (NFLX) Stock Drops 7% on Disappointing Subscriber Forecast","Despite a Q3 earnings beat, Netflix (NFLX) shares are down 7% after the company provided a Q4 subscriber growth forecast that fell short of Wall Street expectations.","https://www.bloomberg.com/news/articles/2025-10-28/netflix-stock-drops-disappointing-subscriber-forecast-q4","2025-10-28T15:00:00.000000Z","bloomberg.com","general","1761658095828","1"
"GOOGL","Google (GOOGL) to Invest $1B in New UK Data Center","Google announced a $1 billion investment to build a new, energy-efficient data center outside of London to meet growing demand for AI and cloud services.","https://www.reuters.com/technology/google-to-invest-1b-in-new-uk-data-center-2025-10-28/","2025-10-28T15:01:00.000000Z","reuters.com","general","1761658095828","1"
"TSLA","Tesla (TSLA) to Open Supercharger Network to Ford and GM EVs","Tesla has finalized agreements to open over 12,000 of its Superchargers to Ford (F) and GM (GM) electric vehicles in North America starting early next year.","https://www.cnbc.com/2025/10/28/tesla-supercharger-network-ford-gm-open-access.html","2025-10-28T15:02:00.000000Z","cnbc.com","general","1761658155828","1"
"AAPL","Apple (AAPL) Reportedly Working on 'AI-Powered' AirPods","A new report claims Apple is developing new AirPods models that integrate AI to provide real-time language translation and health monitoring features.","https://www.theverge.com/2025/10/28/apple-ai-airpods-translation-health-rumors","2025-10-28T15:03:00.000000Z","theverge.com","general","1761658155828","1"
"MSFT","Microsoft (MSFT) Closes $69B Acquisition of Activision Blizzard","After two years of regulatory battles, Microsoft has officially closed its $69 billion acquisition of video game publisher Activision Blizzard (ATVI).","https://www.wsj.com/articles/microsoft-closes-69b-activision-blizzard-acquisition","2025-10-28T15:04:00.000000Z","wsj.com","general","1761658155828","1"
"SPY","US Core PCE Inflation Rises 0.3% in October, In Line with Estimates","The Core Personal Consumption Expenditures (PCE) price index, the Fed's preferred inflation gauge, rose 0.3% month-over-month, meeting economist expectations.","https://www.cnbc.com/2025/10/28/us-core-pce-inflation-october-2025.html","2025-10-28T15:05:00.000000Z","cnbc.com","general","1761658155828","1"
"NVDA","NVIDIA (NVDA) and Foxconn Announce 'AI Factory' Partnership","NVIDIA is partnering with Foxconn to build 'AI factories', deploying NVIDIA's complete hardware and software stack to modernize Foxconn's manufacturing plants.","https://www.reuters.com/technology/nvidia-foxconn-announce-ai-factory-partnership-2025-10-28/","2025-10-28T15:06:00.000000Z","reuters.com","general","1761658155828","1"
"AMZN","Amazon (AMZN) to Launch Luxury Fashion Store 'Amazon Vogue'","Amazon is partnering with luxury brands to launch 'Amazon Vogue', a new, separate online storefront for high-end fashion, competing with Farfetch and Yoox.","https://www.bloomberg.com/news/articles/2025-10-28/amazon-luxury-fashion-store-vogue","2025-10-28T15:07:00.000000Z","bloomberg.com","general","1761658215828","1"
"GOOGL","Google (GOOGL) Sued by DoJ Over Digital Advertising 'Monopoly'","The U.S. Department of Justice has filed a landmark antitrust lawsuit against Google, seeking to break up its dominant digital advertising business.","https://www.wsj.com/articles/doj-sues-google-digital-advertising-monopoly-antitrust","2025-10-28T15:08:00.000000Z","wsj.com","general","1761658215828","1"
"BTCUSD","Binance CEO 'CZ' Steps Down, Pleads Guilty to US Criminal Charges","Binance CEO Changpeng Zhao ('CZ') has stepped down and pleaded guilty to U.S. anti-money laundering violations. Binance will pay a $4.3 billion fine.","https://www.coindesk.com/policy/2025/10/28/binance-ceo-cz-steps-down-pleads-guilty-us-charges","2025-10-28T15:09:00.000000Z","coindesk.com","general","1761658215828","1"
"META","Meta (META) Unveils 'Ray-Ban Stories 2' with Live-Streaming and AI","Meta and Ray-Ban launched the next generation of their smart glasses, which now feature live-streaming to Instagram and an on-board AI assistant.","https://www.theverge.com/2025/10/28/meta-ray-ban-stories-2-smart-glasses-ai-livestream","2025-10-28T15:10:30.000000Z","theverge.com","general","1761658215828","1"
"UBER","Uber (UBER) Q3 Earnings Miss, Stock Falls 7% on Weak Ride-Hailing Forecast","Uber (UBER) reported Q3 earnings that missed analyst expectations, with a weaker-than-expected forecast for its core ride-hailing business, sending shares down 7%.","https://www.cnbc.com/2025/10/28/uber-q3-earnings-2025-miss.html","2025-10-28T15:11:00.000000Z","cnbc.com","general","1761658215828","1"
